,Entity,Continent,variable,value,Suma Sector,Suma Sector Cont,Porcentaje Sector,Porcentaje Sector Continenete
289,Solomon Islands,Oceania,Desechos,360000.0143,1629259996,22009999.72,0.022095922,1.635620258
290,Tonga,Oceania,Desechos,70000.0003,1629259996,22009999.72,0.004296429,0.318037261
291,Tuvalu,Oceania,Desechos,9999.999776,1629259996,22009999.72,0.000613776,0.045433893
292,Vanuatu,Oceania,Desechos,159999.9964,1629259996,22009999.72,0.009820409,0.726942292
293,Afghanistan,Asia,Industria,1210000.038,3049560041,2114330039,0.039677856,0.057228532
294,Armenia,Asia,Industria,509999.9905,3049560041,2114330039,0.016723724,0.024121115
295,Azerbaijan,Asia,Industria,1580000.043,3049560041,2114330039,0.051810754,0.074728165
296,Bahrain,Asia,Industria,4139999.866,3049560041,2114330039,0.135757283,0.1958067
297,Bangladesh,Asia,Industria,5099999.905,3049560041,2114330039,0.167237235,0.241211155
298,Bhutan,Asia,Industria,400000.006,3049560041,2114330039,0.013116646,0.018918523
299,Brunei,Asia,Industria,579999.9833,3049560041,2114330039,0.019019136,0.027431857
300,Cambodia,Asia,Industria,4280000.21,3049560041,2114330039,0.140348121,0.202428199
301,China,Asia,Industria,1220290039,3049560041,2114330039,40.01528164,57.71521081
302,Georgia,Asia,Industria,1909999.967,3049560041,2114330039,0.062631984,0.090335942
303,India,Asia,Industria,168550003.1,3049560041,2114330039,5.527026876,7.971792482
304,Indonesia,Asia,Industria,38939998.63,3049560041,2114330039,1.276905459,1.841718082
305,Iran,Asia,Industria,35759998.32,3049560041,2114330039,1.172628112,1.691315815
306,Iraq,Asia,Industria,9390000.343,3049560041,2114330039,0.30791328,0.444112327
307,Israel,Asia,Industria,14810000.42,3049560041,2114330039,0.485643838,0.700458308
308,Japan,Asia,Industria,65300003.05,3049560041,2114330039,2.141292586,3.088448911
309,Jordan,Asia,Industria,6010000.229,3049560041,2114330039,0.197077616,0.284250808
310,Kazakhstan,Asia,Industria,5429999.828,3049560041,2114330039,0.178058466,0.256818932
311,Kuwait,Asia,Industria,19920000.08,3049560041,2114330039,0.653208981,0.942142415
312,Kyrgyzstan,Asia,Industria,889999.9857,3049560041,2114330039,0.029184537,0.042093711
313,Laos,Asia,Industria,1669999.957,3049560041,2114330039,0.054761996,0.078984829
314,Lebanon,Asia,Industria,5349999.905,3049560041,2114330039,0.175435139,0.253035231
315,Malaysia,Asia,Industria,22889999.39,3049560041,2114330039,0.750600056,1.08261241
316,Maldives,Asia,Industria,349999.994,3049560041,2114330039,0.011477065,0.016553707
317,Mongolia,Asia,Industria,709999.9785,3049560041,2114330039,0.023282046,0.033580376
318,Myanmar,Asia,Industria,1600000.024,3049560041,2114330039,0.052466585,0.07567409
319,Nepal,Asia,Industria,3519999.981,3049560041,2114330039,0.115426486,0.166482995
320,North Korea,Asia,Industria,5889999.866,3049560041,2114330039,0.19314261,0.278575235
321,Oman,Asia,Industria,5030000.21,3049560041,2114330039,0.164941832,0.237900428
322,Pakistan,Asia,Industria,28100000.38,3049560041,2114330039,0.921444405,1.32902621
323,Philippines,Asia,Industria,20020000.46,3049560041,2114330039,0.656488155,0.946872063
324,Qatar,Asia,Industria,3210000.038,3049560041,2114330039,0.105261087,0.151821143
325,Saudi Arabia,Asia,Industria,105760002.1,3049560041,2114330039,3.468041315,5.002057399
326,Singapore,Asia,Industria,15239999.77,3049560041,2114330039,0.499744211,0.720795689
327,South Korea,Asia,Industria,80779998.78,3049560041,2114330039,2.648906652,3.820595522
328,Sri Lanka,Asia,Industria,2619999.886,3049560041,2114330039,0.085914029,0.123916316
329,Syria,Asia,Industria,3099999.905,3049560041,2114330039,0.101654005,0.146618543
330,Tajikistan,Asia,Industria,2279999.971,3049560041,2114330039,0.074764882,0.107835576
331,Thailand,Asia,Industria,78489997.86,3049560041,2114330039,2.573813823,3.712286939
332,Timor,Asia,Industria,19999.99955,3049560041,2114330039,0.000655832,0.000945926
333,Turkey,Asia,Industria,40119998.93,3049560041,2114330039,1.315599575,1.897527737
334,Turkmenistan,Asia,Industria,2160000.086,3049560041,2114330039,0.070829892,0.102160025
335,United Arab Emirates,Asia,Industria,11710000.04,3049560041,2114330039,0.383989818,0.553839742
336,Uzbekistan,Asia,Industria,6869999.886,3049560041,2114330039,0.225278394,0.324925615
337,Vietnam,Asia,Industria,60669998.17,3049560041,2114330039,1.989467246,2.869466784
338,Yemen,Asia,Industria,1169999.957,3049560041,2114330039,0.038366189,0.055336676
339,Albania,Europe,Industria,1009999.99,3049560041,256370000.5,0.033119531,0.393961848
340,Andorra,Europe,Industria,70000.0003,3049560041,256370000.5,0.002295413,0.027304287
341,Austria,Europe,Industria,3369999.886,3049560041,256370000.5,0.11050774,1.31450633
342,Belarus,Europe,Industria,2779999.971,3049560041,256370000.5,0.09116069,1.084370233
343,Belgium,Europe,Industria,5650000.095,3049560041,256370000.5,0.18527263,2.203846037
344,Bosnia and Herzegovina,Europe,Industria,550000.0119,3049560041,256370000.5,0.018035389,0.214533686
345,Bulgaria,Europe,Industria,2390000.105,3049560041,256370000.5,0.078371964,0.932246402
346,Croatia,Europe,Industria,1690000.057,3049560041,256370000.5,0.055417832,0.659203516
347,Cyprus,Europe,Industria,1090000.033,3049560041,256370000.5,0.035742862,0.425166763
348,Czechia,Europe,Industria,5010000.229,3049560041,256370000.5,0.164286001,1.954206896
349,Denmark,Europe,Industria,1710000.038,3049560041,256370000.5,0.056073664,0.667004733
350,Estonia,Europe,Industria,490000.0095,3049560041,256370000.5,0.016067892,0.191130011
351,Finland,Europe,Industria,1950000.048,3049560041,256370000.5,0.063943652,0.760619434
352,France,Europe,Industria,23129999.16,3049560041,256370000.5,0.758470037,9.022116128
353,Germany,Europe,Industria,24450000.76,3049560041,256370000.5,0.801755022,9.536997588
354,Greece,Europe,Industria,8409999.847,3049560041,256370000.5,0.275777481,3.280414959
355,Hungary,Europe,Industria,2660000.086,3049560041,256370000.5,0.0872257,1.037562929
356,Iceland,Europe,Industria,319999.9928,3049560041,256370000.5,0.010493317,0.124819594
357,Ireland,Europe,Industria,2950000.048,3049560041,256370000.5,0.096735267,1.150680673
358,Italy,Europe,Industria,20620000.84,3049560041,256370000.5,0.676163137,8.043063073
359,Latvia,Europe,Industria,779999.9714,3049560041,256370000.5,0.025577459,0.304247755
360,Liechtenstein,Europe,Industria,9999.999776,3049560041,256370000.5,0.000327916,0.003900612
361,Lithuania,Europe,Industria,1320000.052,3049560041,256370000.5,0.043284934,0.514880856
362,Luxembourg,Europe,Industria,449999.9881,3049560041,256370000.5,0.014756227,0.175527553
363,Malta,Europe,Industria,209999.9934,3049560041,256370000.5,0.006886239,0.081912858
364,Moldova,Europe,Industria,680000.0072,3049560041,256370000.5,0.022298299,0.265241645
365,Montenegro,Europe,Industria,300000.0119,3049560041,256370000.5,0.009837485,0.117018376
366,Netherlands,Europe,Industria,3039999.962,3049560041,256370000.5,0.09968651,1.185786151
367,North Macedonia,Europe,Industria,409999.9964,3049560041,256370000.5,0.013444562,0.159925107
368,Norway,Europe,Industria,3019999.981,3049560041,256370000.5,0.099030678,1.177984934
369,Poland,Europe,Industria,15810000.42,3049560041,256370000.5,0.518435453,6.16686835
370,Portugal,Europe,Industria,4750000,3049560041,256370000.5,0.155760173,1.852790885
371,Romania,Europe,Industria,5780000.21,3049560041,256370000.5,0.189535544,2.254554043
372,Russia,Europe,Industria,53909999.85,3049560041,256370000.5,1.767795981,21.02820133
373,Serbia,Europe,Industria,1779999.971,3049560041,256370000.5,0.058369074,0.694308994
374,Slovakia,Europe,Industria,2150000.095,3049560041,256370000.5,0.070501976,0.838631701
375,Slovenia,Europe,Industria,850000.0238,3049560041,256370000.5,0.027872874,0.331552062
376,Spain,Europe,Industria,17379999.16,3049560041,256370000.5,0.569918248,6.779264004
377,Sweden,Europe,Industria,2269999.981,3049560041,256370000.5,0.074436966,0.885439005
378,Switzerland,Europe,Industria,3440000.057,3049560041,256370000.5,0.112803159,1.341810684
379,Ukraine,Europe,Industria,9659999.847,3049560041,256370000.5,0.316767,3.767991508
380,United Kingdom,Europe,Industria,18069999.69,3049560041,256370000.5,0.59254448,7.048406468
381,Algeria,Africa,Industria,19239999.77,3049560041,230330000.4,0.630910673,8.353232206
382,Angola,Africa,Industria,2410000.086,3049560041,230330000.4,0.079027796,1.046324874
383,Benin,Africa,Industria,1299999.952,3049560041,230330000.4,0.042629098,0.564407567
384,Botswana,Africa,Industria,200000.003,3049560041,230330000.4,0.006558323,0.086831938
385,Burkina Faso,Africa,Industria,1360000.014,3049560041,230330000.4,0.044596597,0.590457175
386,Burundi,Africa,Industria,490000.0095,3049560041,230330000.4,0.016067892,0.212738249
387,Cameroon,Africa,Industria,59840000.15,3049560041,230330000.4,1.96225027,25.98011551
388,Cape Verde,Africa,Industria,19999.99955,3049560041,230330000.4,0.000655832,0.008683193
389,Central African Republic,Africa,Industria,39999.99911,3049560041,230330000.4,0.001311665,0.017366387
390,Chad,Africa,Industria,899999.9762,3049560041,230330000.4,0.029512453,0.390743705
391,Comoros,Africa,Industria,9999.999776,3049560041,230330000.4,0.000327916,0.004341597
392,Congo,Africa,Industria,1100000.024,3049560041,230330000.4,0.036070778,0.477575662
393,Cote d'Ivoire,Africa,Industria,3700000.048,3049560041,230330000.4,0.121328979,1.606390849
394,Democratic Republic of Congo,Africa,Industria,2990000.01,3049560041,230330000.4,0.09804693,1.298137457
395,Djibouti,Africa,Industria,119999.9973,3049560041,230330000.4,0.003934994,0.052099161
396,Egypt,Africa,Industria,30030000.69,3049560041,230330000.4,0.984732233,13.03781559
397,Equatorial Guinea,Africa,Industria,349999.994,3049560041,230330000.4,0.011477065,0.151955887
398,Eritrea,Africa,Industria,180000.0072,3049560041,230330000.4,0.005902491,0.078148746
399,Eswatini,Africa,Industria,100000.0015,3049560041,230330000.4,0.003279162,0.043415969
400,Ethiopia,Africa,Industria,4340000.153,3049560041,230330000.4,0.142315616,1.884253091
401,Gabon,Africa,Industria,1600000.024,3049560041,230330000.4,0.052466585,0.694655504
402,Gambia,Africa,Industria,129999.9952,3049560041,230330000.4,0.00426291,0.056440757
403,Ghana,Africa,Industria,2900000.095,3049560041,230330000.4,0.095095688,1.259063123
404,Guinea,Africa,Industria,1460000.038,3049560041,230330000.4,0.04787576,0.633873154
405,Guinea-Bissau,Africa,Industria,180000.0072,3049560041,230330000.4,0.005902491,0.078148746
406,Kenya,Africa,Industria,4199999.809,3049560041,230330000.4,0.137724778,1.823470587
407,Lesotho,Africa,Industria,150000.006,3049560041,230330000.4,0.004918743,0.065123955
408,Liberia,Africa,Industria,439999.9976,3049560041,230330000.4,0.014428311,0.19103026
409,Libya,Africa,Industria,7110000.134,3049560041,230330000.4,0.23314839,3.086875406
410,Madagascar,Africa,Industria,1129999.995,3049560041,230330000.4,0.037054525,0.49060044
411,Malawi,Africa,Industria,1019999.981,3049560041,230330000.4,0.033447447,0.442842869
412,Mali,Africa,Industria,1350000.024,3049560041,230330000.4,0.044268682,0.586115583
413,Mauritania,Africa,Industria,39999.99911,3049560041,230330000.4,0.001311665,0.017366387
414,Mauritius,Africa,Industria,529999.9714,3049560041,230330000.4,0.017379555,0.23010462
415,Morocco,Africa,Industria,6130000.114,3049560041,230330000.4,0.201012606,2.661398908
416,Mozambique,Africa,Industria,1830000.043,3049560041,230330000.4,0.060008658,0.794512239
417,Namibia,Africa,Industria,730000.0191,3049560041,230330000.4,0.02393788,0.316936577
418,Niger,Africa,Industria,740000.0095,3049560041,230330000.4,0.024265796,0.32127817
419,Nigeria,Africa,Industria,24920000.08,3049560041,230330000.4,0.817167058,10.81925934
420,Rwanda,Africa,Industria,389999.9857,3049560041,230330000.4,0.01278873,0.16932227
421,Sao Tome and Principe,Africa,Industria,9999.999776,3049560041,230330000.4,0.000327916,0.004341597
422,Senegal,Africa,Industria,3789999.962,3049560041,230330000.4,0.124280221,1.645465183
423,Seychelles,Africa,Industria,70000.0003,3049560041,230330000.4,0.002295413,0.030391178
424,Sierra Leone,Africa,Industria,170000.0018,3049560041,230330000.4,0.005574575,0.073807147
425,Somalia,Africa,Industria,289999.9917,3049560041,230330000.4,0.009509568,0.125906305
426,South Africa,Africa,Industria,24209999.08,3049560041,230330000.4,0.793884979,10.51100553
427,South Sudan,Africa,Industria,100000.0015,3049560041,230330000.4,0.003279162,0.043415969
428,Sudan,Africa,Industria,2599999.905,3049560041,230330000.4,0.085258197,1.128815135
429,Tanzania,Africa,Industria,2670000.076,3049560041,230330000.4,0.087553616,1.159206387
430,Togo,Africa,Industria,1789999.962,3049560041,230330000.4,0.05869699,0.777145816
431,Tunisia,Africa,Industria,4800000.191,3049560041,230330000.4,0.15739976,2.083966562
432,Uganda,Africa,Industria,389999.9857,3049560041,230330000.4,0.01278873,0.16932227
433,Zambia,Africa,Industria,1710000.038,3049560041,230330000.4,0.056073664,0.742413075
434,Zimbabwe,Africa,Industria,2029999.971,3049560041,230330000.4,0.066566978,0.881344145
435,Antigua and Barbuda,North America,Industria,490000.0095,3049560041,324179999.8,0.016067892,0.151150598
436,Bahamas,North America,Industria,79999.99821,3049560041,324179999.8,0.002623329,0.024677648
437,Barbados,North America,Industria,219999.9988,3049560041,324179999.8,0.007214155,0.067863532
438,Belize,North America,Industria,159999.9964,3049560041,324179999.8,0.005246658,0.049355295
439,Canada,North America,Industria,22180000.31,3049560041,324179999.8,0.72731804,6.841878067
440,Costa Rica,North America,Industria,1740000.01,3049560041,324179999.8,0.057057411,0.536738852
441,Cuba,North America,Industria,1350000.024,3049560041,324179999.8,0.044268682,0.416435321
442,Dominican Republic,North America,Industria,3480000.019,3049560041,324179999.8,0.114114822,1.073477704
443,El Salvador,North America,Industria,759999.9905,3049560041,324179999.8,0.024921627,0.234437655
444,Grenada,North America,Industria,19999.99955,3049560041,324179999.8,0.000655832,0.006169412
445,Guatemala,North America,Industria,1940000.057,3049560041,324179999.8,0.063615736,0.598432987
446,Haiti,North America,Industria,370000.0048,3049560041,324179999.8,0.012132898,0.114134125
447,Honduras,North America,Industria,2119999.886,3049560041,324179999.8,0.069518221,0.653957643
448,Jamaica,North America,Industria,670000.0167,3049560041,324179999.8,0.021970383,0.206675309
449,Mexico,North America,Industria,42810001.37,3049560041,324179999.8,1.4038091,13.20562694
450,Nicaragua,North America,Industria,1019999.981,3049560041,324179999.8,0.033447447,0.314640009
451,Panama,North America,Industria,2039999.962,3049560041,324179999.8,0.066894894,0.629280018
452,Saint Kitts and Nevis,North America,Industria,9999.999776,3049560041,324179999.8,0.000327916,0.003084706
453,Saint Lucia,North America,Industria,50000.00075,3049560041,324179999.8,0.001639581,0.01542353
454,Trinidad and Tobago,North America,Industria,4000000,3049560041,324179999.8,0.131166462,1.233882412
455,United States,North America,Industria,238669998.2,3049560041,324179999.8,7.826374787,73.62267824
456,Argentina,South America,Industria,28190000.53,3049560041,104450001,0.924395656,26.9889902
457,Bolivia,South America,Industria,1809999.943,3049560041,104450001,0.059352822,1.732886477
458,Brazil,South America,Industria,31510000.23,3049560041,104450001,1.033263809,30.16754421
459,Chile,South America,Industria,4130000.114,3049560041,104450001,0.135429375,3.95404507
460,Colombia,South America,Industria,12619999.89,3049560041,104450001,0.413830183,12.08233582
461,Ecuador,South America,Industria,3200000.048,3049560041,104450001,0.104933171,3.063666843
462,Guyana,South America,Industria,250000,3049560041,104450001,0.008197904,0.239348969
463,Paraguay,South America,Industria,2140000.105,3049560041,104450001,0.07017406,2.048827271
464,Peru,South America,Industria,5650000.095,3049560041,104450001,0.18527263,5.40928678
465,Suriname,South America,Industria,119999.9973,3049560041,104450001,0.003934994,0.114887502
466,Uruguay,South America,Industria,1370000.005,3049560041,104450001,0.044924513,1.311632352
467,Venezuela,South America,Industria,13460000.04,3049560041,104450001,0.441375145,12.8865485
468,Australia,Oceania,Industria,17030000.69,3049560041,19900000.76,0.558441233,85.57788964
469,Fiji,Oceania,Industria,150000.006,3049560041,19900000.76,0.004918743,0.753768846
470,Marshall Islands,Oceania,Industria,19999.99955,3049560041,19900000.76,0.000655832,0.100502506
471,Micronesia (country),Oceania,Industria,9999.999776,3049560041,19900000.76,0.000327916,0.050251253
472,New Zealand,Oceania,Industria,2190000.057,3049560041,19900000.76,0.07181364,11.00502499
473,Palau,Oceania,Industria,19999.99955,3049560041,19900000.76,0.000655832,0.100502506
474,Papua New Guinea,Oceania,Industria,310000.0024,3049560041,19900000.76,0.010165401,1.557788897
475,Samoa,Oceania,Industria,9999.999776,3049560041,19900000.76,0.000327916,0.050251253
476,Solomon Islands,Oceania,Industria,150000.006,3049560041,19900000.76,0.004918743,0.753768846
477,Vanuatu,Oceania,Industria,9999.999776,3049560041,19900000.76,0.000327916,0.050251253
478,Afghanistan,Asia,Manufactura y Construccion,930000.0072,6252769981,4546609987,0.014873408,0.020454801
479,Armenia,Asia,Manufactura y Construccion,439999.9976,6252769981,4546609987,0.007036881,0.00967754
480,Azerbaijan,Asia,Manufactura y Construccion,2390000.105,6252769981,4546609987,0.038223061,0.05256664
481,Bahrain,Asia,Manufactura y Construccion,2190000.057,6252769981,4546609987,0.035024478,0.048167757
482,Bangladesh,Asia,Manufactura y Construccion,25049999.24,6252769981,4546609987,0.400622433,0.550959931
483,Bhutan,Asia,Manufactura y Construccion,9999.999776,6252769981,4546609987,0.000159929,0.000219944
484,Brunei,Asia,Manufactura y Construccion,409999.9964,6252769981,4546609987,0.006557094,0.009017708
485,Cambodia,Asia,Manufactura y Construccion,1129999.995,6252769981,4546609987,0.01807199,0.024853682
486,China,Asia,Manufactura y Construccion,2785760010,6252769981,4546609987,44.55241466,61.27114526
487,Georgia,Asia,Manufactura y Construccion,1580000.043,6252769981,4546609987,0.025268802,0.034751167
488,India,Asia,Manufactura y Construccion,580609985.4,6252769981,4546609987,9.285644396,12.77017354
489,Indonesia,Asia,Manufactura y Construccion,149500000,6252769981,4546609987,2.390940342,3.288164158
490,Iran,Asia,Manufactura y Construccion,100660003.7,6252769981,4546609987,1.609846579,2.213957299
491,Iraq,Asia,Manufactura y Construccion,10989999.77,6252769981,4546609987,0.175762099,0.241718551
492,Israel,Asia,Manufactura y Construccion,4599999.905,6252769981,4546609987,0.073567394,0.10117428
493,Japan,Asia,Manufactura y Construccion,190119995.1,6252769981,4546609987,3.040572349,4.181576947
494,Jordan,Asia,Manufactura y Construccion,1659999.967,6252769981,4546609987,0.026548233,0.036510718
495,Kazakhstan,Asia,Manufactura y Construccion,27690000.53,6252769981,4546609987,0.442843742,0.609025199
496,Kuwait,Asia,Manufactura y Construccion,11479999.54,6252769981,4546609987,0.183598622,0.252495806
497,Kyrgyzstan,Asia,Manufactura y Construccion,920000.0167,6252769981,4546609987,0.014713479,0.020234857
498,Laos,Asia,Manufactura y Construccion,680000.0072,6252769981,4546609987,0.01087518,0.014956198
499,Lebanon,Asia,Manufactura y Construccion,879999.9952,6252769981,4546609987,0.014073762,0.01935508
500,Malaysia,Asia,Manufactura y Construccion,37110000.61,6252769981,4546609987,0.593496974,0.816212534
501,Maldives,Asia,Manufactura y Construccion,70000.0003,6252769981,4546609987,0.001119504,0.001539609
502,Mongolia,Asia,Manufactura y Construccion,2500000,6252769981,4546609987,0.03998228,0.054986023
503,Myanmar,Asia,Manufactura y Construccion,8939999.58,6252769981,4546609987,0.142976626,0.196630008
504,Nepal,Asia,Manufactura y Construccion,3240000.01,6252769981,4546609987,0.051817035,0.071261886
505,North Korea,Asia,Manufactura y Construccion,33450000.76,6252769981,4546609987,0.534962918,0.735713001
506,Oman,Asia,Manufactura y Construccion,13979999.54,6252769981,4546609987,0.223580902,0.307481829
507,Pakistan,Asia,Manufactura y Construccion,54619998.93,6252769981,4546609987,0.873532836,1.201334601
508,Philippines,Asia,Manufactura y Construccion,14760000.23,6252769981,4546609987,0.236055385,0.324637483
509,Qatar,Asia,Manufactura y Construccion,19219999.31,6252769981,4546609987,0.307383757,0.422732527
510,Saudi Arabia,Asia,Manufactura y Construccion,91589996.34,6252769981,4546609987,1.46479075,2.014467847
511,Singapore,Asia,Manufactura y Construccion,13960000.04,6252769981,4546609987,0.223261052,0.307041952
512,South Korea,Asia,Manufactura y Construccion,65980003.36,6252769981,4546609987,1.055212387,1.451191185
513,Sri Lanka,Asia,Manufactura y Construccion,1029999.971,6252769981,4546609987,0.016472699,0.022654241
514,Syria,Asia,Manufactura y Construccion,2519999.981,6252769981,4546609987,0.040302138,0.05542591
515,Tajikistan,Asia,Manufactura y Construccion,1970000.029,6252769981,4546609987,0.031506037,0.043328987
516,Thailand,Asia,Manufactura y Construccion,54669998.17,6252769981,4546609987,0.874332469,1.202434304
517,Turkey,Asia,Manufactura y Construccion,67389999.39,6252769981,4546609987,1.077762329,1.482203215
518,Turkmenistan,Asia,Manufactura y Construccion,2349999.905,6252769981,4546609987,0.037583342,0.051686859
519,United Arab Emirates,Asia,Manufactura y Construccion,69309997.56,6252769981,4546609987,1.108468691,1.52443244
520,Uzbekistan,Asia,Manufactura y Construccion,13000000,6252769981,4546609987,0.207907856,0.285927318
521,Vietnam,Asia,Manufactura y Construccion,73860000.61,6252769981,4546609987,1.181236489,1.624507068
522,Yemen,Asia,Manufactura y Construccion,1409999.967,6252769981,4546609987,0.022550005,0.031012116
523,Albania,Europe,Manufactura y Construccion,899999.9762,6252769981,739609988.9,0.01439362,0.121685752
524,Andorra,Europe,Manufactura y Construccion,,6252769981,739609988.9,,
525,Austria,Europe,Manufactura y Construccion,10649999.62,6252769981,739609988.9,0.170324507,1.439948051
526,Belarus,Europe,Manufactura y Construccion,4849999.905,6252769981,739609988.9,0.077565622,0.655751001
527,Belgium,Europe,Manufactura y Construccion,18239999.77,6252769981,739609988.9,0.291710711,2.466164606
528,Bosnia and Herzegovina,Europe,Manufactura y Construccion,2240000.01,6252769981,739609988.9,0.035824123,0.302862325
529,Bulgaria,Europe,Manufactura y Construccion,4599999.905,6252769981,739609988.9,0.073567394,0.621949402
530,Croatia,Europe,Manufactura y Construccion,2329999.924,6252769981,739609988.9,0.037263484,0.315030889
531,Cyprus,Europe,Manufactura y Construccion,569999.9928,6252769981,739609988.9,0.00911596,0.077067644
532,Czechia,Europe,Manufactura y Construccion,11779999.73,6252769981,739609988.9,0.188396499,1.592731292
533,Denmark,Europe,Manufactura y Construccion,3599999.905,6252769981,739609988.9,0.057574482,0.486743008
534,Estonia,Europe,Manufactura y Construccion,750000,6252769981,739609988.9,0.011994684,0.101404796
535,Finland,Europe,Manufactura y Construccion,7269999.981,6252769981,739609988.9,0.11626847,0.982950486
536,France,Europe,Manufactura y Construccion,39439998.63,6252769981,739609988.9,0.630760427,5.332540017
537,Germany,Europe,Manufactura y Construccion,94050003.05,6252769981,739609988.9,1.504133421,12.71616182
538,Greece,Europe,Manufactura y Construccion,4619999.886,6252769981,739609988.9,0.073887252,0.624653527
539,Hungary,Europe,Manufactura y Construccion,6690000.057,6252769981,739609988.9,0.106992582,0.904530787
540,Iceland,Europe,Manufactura y Construccion,70000.0003,6252769981,739609988.9,0.001119504,0.009464448
541,Ireland,Europe,Manufactura y Construccion,4059999.943,6252769981,739609988.9,0.064931222,0.548937954
542,Italy,Europe,Manufactura y Construccion,31280000.69,6252769981,739609988.9,0.500258298,4.229256115
543,Latvia,Europe,Manufactura y Construccion,709999.9785,6252769981,739609988.9,0.011354967,0.095996537
544,Liechtenstein,Europe,Manufactura y Construccion,,6252769981,739609988.9,,
545,Lithuania,Europe,Manufactura y Construccion,1289999.962,6252769981,739609988.9,0.020630856,0.174416244
546,Luxembourg,Europe,Manufactura y Construccion,959999.9785,6252769981,739609988.9,0.015353195,0.129798136
547,Malta,Europe,Manufactura y Construccion,39999.99911,6252769981,739609988.9,0.000639716,0.005408256
548,Moldova,Europe,Manufactura y Construccion,1129999.995,6252769981,739609988.9,0.01807199,0.152783225
549,Montenegro,Europe,Manufactura y Construccion,209999.9934,6252769981,739609988.9,0.003358511,0.028393342
550,Netherlands,Europe,Manufactura y Construccion,24829999.92,6252769981,739609988.9,0.397104003,3.357174767
551,North Macedonia,Europe,Manufactura y Construccion,1070000.052,6252769981,739609988.9,0.017112417,0.144670849
552,Norway,Europe,Manufactura y Construccion,6139999.866,6252769981,739609988.9,0.098196477,0.830167245
553,Poland,Europe,Manufactura y Construccion,31399999.62,6252769981,739609988.9,0.50217743,4.245480738
554,Portugal,Europe,Manufactura y Construccion,5550000.191,6252769981,739609988.9,0.088760665,0.750395516
555,Romania,Europe,Manufactura y Construccion,12949999.81,6252769981,739609988.9,0.207108207,1.750922784
556,Russia,Europe,Manufactura y Construccion,281549987.8,6252769981,739609988.9,4.502804175,38.06735874
557,Serbia,Europe,Manufactura y Construccion,3349999.905,6252769981,739609988.9,0.053576254,0.452941409
558,Slovakia,Europe,Manufactura y Construccion,7519999.981,6252769981,739609988.9,0.120266698,1.016752085
559,Slovenia,Europe,Manufactura y Construccion,1879999.995,6252769981,739609988.9,0.030066674,0.254188021
560,Spain,Europe,Manufactura y Construccion,31430000.31,6252769981,739609988.9,0.502657229,4.249537023
561,Sweden,Europe,Manufactura y Construccion,7409999.847,6252769981,739609988.9,0.118507475,1.001879363
562,Switzerland,Europe,Manufactura y Construccion,4909999.847,6252769981,739609988.9,0.078525195,0.663863377
563,Ukraine,Europe,Manufactura y Construccion,35470001.22,6252769981,739609988.9,0.567268608,4.795770981
564,United Kingdom,Europe,Manufactura y Construccion,31819999.69,6252769981,739609988.9,0.508894455,4.302267434
565,Algeria,Africa,Manufactura y Construccion,13949999.81,6252769981,161009998.6,0.223101119,8.66405809
566,Angola,Africa,Manufactura y Construccion,1519999.981,6252769981,161009998.6,0.024309226,0.944040739
567,Benin,Africa,Manufactura y Construccion,500000,6252769981,161009998.6,0.007996456,0.310539721
568,Botswana,Africa,Manufactura y Construccion,649999.9762,6252769981,161009998.6,0.010395392,0.403701622
569,Burkina Faso,Africa,Manufactura y Construccion,119999.9973,6252769981,161009998.6,0.001919149,0.074529531
570,Cameroon,Africa,Manufactura y Construccion,259999.9905,6252769981,161009998.6,0.004158157,0.161480649
571,Central African Republic,Africa,Manufactura y Construccion,9999.999776,6252769981,161009998.6,0.000159929,0.006210794
572,Chad,Africa,Manufactura y Construccion,239999.9946,6252769981,161009998.6,0.003838299,0.149059063
573,Congo,Africa,Manufactura y Construccion,119999.9973,6252769981,161009998.6,0.001919149,0.074529531
574,Cote d'Ivoire,Africa,Manufactura y Construccion,1330000.043,6252769981,161009998.6,0.021270574,0.826035684
575,Democratic Republic of Congo,Africa,Manufactura y Construccion,50000.00075,6252769981,161009998.6,0.000799646,0.031053973
576,Djibouti,Africa,Manufactura y Construccion,19999.99955,6252769981,161009998.6,0.000319858,0.012421589
577,Egypt,Africa,Manufactura y Construccion,39290000.92,6252769981,161009998.6,0.628361527,24.40221182
578,Equatorial Guinea,Africa,Manufactura y Construccion,3009999.99,6252769981,161009998.6,0.048138665,1.869449113
579,Eritrea,Africa,Manufactura y Construccion,19999.99955,6252769981,161009998.6,0.000319858,0.012421589
580,Eswatini,Africa,Manufactura y Construccion,189999.9976,6252769981,161009998.6,0.003038653,0.118005092
581,Ethiopia,Africa,Manufactura y Construccion,5210000.038,6252769981,161009998.6,0.083323072,3.235823914
582,Gabon,Africa,Manufactura y Construccion,709999.9785,6252769981,161009998.6,0.011354967,0.44096639
583,Gambia,Africa,Manufactura y Construccion,150000.006,6252769981,161009998.6,0.002398937,0.09316192
584,Ghana,Africa,Manufactura y Construccion,2500000,6252769981,161009998.6,0.03998228,1.552698604
585,Guinea,Africa,Manufactura y Construccion,1779999.971,6252769981,161009998.6,0.028467383,1.105521388
586,Kenya,Africa,Manufactura y Construccion,8319999.695,6252769981,161009998.6,0.133061023,5.167380763
